frame.number,frame.time_relative,_ws.col.Protocol,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
"398","44.846104000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"399","44.846104000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"400","44.846104000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"401","44.846105000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"402","44.846105000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"403","44.846105000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"404","44.846105000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"405","44.846105000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"406","44.846105000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"407","44.846628000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"408","44.846631000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"409","44.846631000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","65470",,
"410","44.846632000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","65470",,
"411","44.846633000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"412","44.846633000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"413","44.846634000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"414","44.846634000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","65470",,
"415","44.846635000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"416","44.846636000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","65470",,
"417","44.846638000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"418","44.846638000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","65470",,
"419","44.846688000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"420","44.846689000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"421","44.846715000","TCP","6","192.168.68.126","52.96.181.226","65470","443",,
"422","44.846715000","TCP","6","192.168.68.126","52.96.181.226","65470","443",,
"423","44.846715000","TCP","6","192.168.68.126","52.96.181.226","65470","443",,
"424","44.846715000","TCP","6","192.168.68.126","52.96.181.226","65470","443",,
"425","44.846715000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"426","44.846716000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"427","44.846716000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"428","44.846716000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"429","44.846716000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"430","44.846738000","TCP","6","192.168.68.126","52.96.181.226","65470","443",,
"431","44.849681000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"432","44.849683000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"433","44.849684000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"434","44.849684000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","65470",,
"435","44.849685000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"436","44.849686000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"437","44.849686000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"438","44.849687000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"439","44.849688000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"440","44.849689000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"441","44.849690000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"442","44.849691000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"443","44.849691000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"444","44.849692000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"445","44.849693000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"446","44.849693000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"447","44.849694000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"448","44.849695000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"449","44.849695000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"450","44.849696000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"451","44.849864000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"452","44.849865000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"453","44.849865000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"454","44.849865000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"455","44.849865000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"456","44.849865000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"457","44.849865000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"458","44.849866000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"459","44.849866000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"460","44.849866000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"461","44.849866000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"462","44.849866000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"463","44.849866000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"464","44.849867000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"465","44.849867000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"466","44.849867000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"467","44.849867000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"468","44.849867000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"469","44.849867000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"470","44.849868000","TCP","6","192.168.68.126","52.96.181.226","65470","443",,
"471","44.851114000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"472","44.851118000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"473","44.851119000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"474","44.851119000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"475","44.851120000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"476","44.851122000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"477","44.851123000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"478","44.851124000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"479","44.851124000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"480","44.851125000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"481","44.851126000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"482","44.851126000","TLSv1.2","6","52.96.181.226","192.168.68.126","443","49474",,
"483","44.851195000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"484","44.851220000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"485","44.851220000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"486","44.851220000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"487","44.851221000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"488","44.851221000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"489","44.851221000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"490","44.851221000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"491","44.851221000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"492","44.851221000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"493","44.851241000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"494","44.851241000","TCP","6","192.168.68.126","52.96.181.226","49474","443",,
"495","45.323391000","ARP",,,,,,,
"496","45.528201000","ARP",,,,,,,
"497","45.733490000","ARP",,,,,,,
"498","46.471463000","TCP","6","192.168.68.126","52.179.224.121","65215","443",,
"499","46.551731000","ARP",,,,,,,
"500","46.577763000","TCP","6","52.179.224.121","192.168.68.126","443","65215",,
"501","46.577854000","TLSv1.2","6","192.168.68.126","52.179.224.121","65215","443",,
"502","46.642949000","TLSv1.2","6","52.179.224.121","192.168.68.126","443","65215",,
"503","46.643062000","TCP","6","192.168.68.126","52.179.224.121","65215","443",,
"504","46.962316000","ARP",,,,,,,
"505","47.064994000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"506","47.064998000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"507","47.066526000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"508","47.067991000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"509","47.068422000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"510","47.070264000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"511","47.072159000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"512","47.072856000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"513","47.074536000","SSDP","17","192.168.68.1","239.255.255.250",,,"49501","1900"
"514","47.986213000","ARP",,,,,,,
"515","48.191808000","ARP",,,,,,,
"516","49.009951000","ARP",,,,,,,
"517","49.009961000","UDP","17","192.168.68.122","192.168.68.255",,,"57621","57621"
"518","49.331800000","TLSv1.2","6","192.168.68.126","34.120.237.76","49427","443",,
"519","49.332033000","TLSv1.2","6","192.168.68.126","34.120.237.76","49427","443",,
"520","49.373696000","TCP","6","34.120.237.76","192.168.68.126","443","49427",,
"521","49.373700000","TCP","6","34.120.237.76","192.168.68.126","443","49427",,
"522","49.373783000","TCP","6","192.168.68.126","34.120.237.76","49427","443",,
"523","49.419027000","ARP",,,,,,,
"524","49.999551000","SSDP","17","192.168.68.126","239.255.255.250",,,"53529","1900"
"525","49.999551000","MDNS","17","192.168.68.126","224.0.0.251",,,"65494","5353"
"526","50.000154000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"527","50.053263000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"528","50.053439000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"529","50.094236000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"530","50.648395000","ARP",,,,,,,
"531","51.405577000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"532","51.455679000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"533","51.455684000","TLSv1.2","6","149.149.44.2","192.168.68.126","443","55690",,
"534","51.455812000","TCP","6","192.168.68.126","149.149.44.2","55690","443",,
"535","51.456796000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"536","51.538063000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"537","51.538157000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"538","51.581472000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"539","51.581475000","TLSv1.2","6","149.149.44.2","192.168.68.126","443","55690",,
"540","51.581476000","TLSv1.2","6","149.149.44.2","192.168.68.126","443","55690",,
"541","51.581576000","TCP","6","192.168.68.126","149.149.44.2","55690","443",,
"542","51.581576000","TCP","6","192.168.68.126","149.149.44.2","55690","443",,
"543","51.582313000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"544","51.665091000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"545","51.665157000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"546","51.710132000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"547","51.710136000","TLSv1.2","6","149.149.44.2","192.168.68.126","443","55690",,
"548","51.710214000","TCP","6","192.168.68.126","149.149.44.2","55690","443",,
"549","51.876672000","ARP",,,,,,,
"550","52.799200000","ARP",,,,,,,
"551","53.004003000","ARP",,,,,,,
"552","53.107950000","UDP","17","192.168.68.105","192.168.68.255",,,"889","889"
"553","53.822823000","ARP",,,,,,,
"554","54.027592000","ARP",,,,,,,
"555","54.232440000","ARP",,,,,,,
"556","55.052015000","ARP",,,,,,,
"557","55.256924000","ARP",,,,,,,
"558","55.461193000","ARP",,,,,,,
"559","56.280535000","ARP",,,,,,,
"560","56.485615000","ARP",,,,,,,
"561","56.690034000","ARP",,,,,,,
"562","57.509258000","ARP",,,,,,,
"563","57.714392000","ARP",,,,,,,
"564","57.918895000","ARP",,,,,,,
"565","58.021396000","MDNS","17","192.168.68.122","224.0.0.251",,,"5353","5353"
"566","58.123850000","MDNS","17","192.168.68.135","224.0.0.251",,,"5353","5353"
"567","58.737604000","ARP",,,,,,,
"568","59.340069000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"569","59.587409000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"570","59.587418000","TLSv1.2","6","149.149.44.2","192.168.68.126","443","55690",,
"571","59.587611000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"572","59.587611000","TCP","6","192.168.68.126","149.149.44.2","55690","443",,
"573","59.766205000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"574","59.766212000","TLSv1.2","6","149.149.44.2","192.168.68.126","443","55690",,
"575","59.766428000","TCP","6","192.168.68.126","149.149.44.2","55690","443",,
"576","59.767010000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"577","59.950316000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"578","59.998503000","SSDP","17","192.168.68.126","239.255.255.250",,,"53529","1900"
"579","59.998854000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"580","59.999015000","MDNS","17","192.168.68.126","224.0.0.251",,,"65494","5353"
"581","60.283829000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"582","60.283897000","TLSv1.2","6","192.168.68.126","149.149.44.2","55690","443",,
"583","60.473218000","TCP","6","149.149.44.2","192.168.68.126","443","55690",,
"584","62.477539000","TLSv1.2","6","192.168.68.126","44.238.253.74","49469","443",,
"585","62.477951000","TCP","6","192.168.68.126","44.238.253.74","49469","443",,
"586","62.679438000","TCP","6","44.238.253.74","192.168.68.126","443","49469",,
"587","62.679443000","TCP","6","44.238.253.74","192.168.68.126","443","49469",,
"588","62.679444000","TCP","6","44.238.253.74","192.168.68.126","443","49469",,
"589","62.679610000","TCP","6","192.168.68.126","44.238.253.74","49469","443",,
"590","62.679611000","TCP","6","192.168.68.126","44.238.253.74","49469","443",,
"591","62.731155000","ARP",,,,,,,
"592","62.775811000","TCP","6","44.238.253.74","192.168.68.126","443","49469",,
"593","63.755657000","ARP",,,,,,,
"594","63.961109000","ARP",,,,,,,
"595","64.677620000","ARP",,,,,,,
"596","64.780109000","ARP",,,,,,,
