frame.number,frame.time_relative,_ws.col.Protocol,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
"353","16.554824000","TLSv1.2","6","192.168.68.126","35.173.87.46","55901","443",,
"354","16.570176000","TCP","6","35.173.87.46","192.168.68.126","443","55894",,
"355","16.575870000","TLSv1.2","6","35.173.87.46","192.168.68.126","443","55894",,
"356","16.575918000","TCP","6","192.168.68.126","35.173.87.46","55894","443",,
"357","16.590133000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"358","16.590136000","TLSv1.3","6","35.190.80.1","192.168.68.126","443","55906",,
"359","16.590204000","TCP","6","192.168.68.126","35.190.80.1","55906","443",,
"360","16.596808000","DNS","17","192.168.68.126","71.10.216.1",,,"65128","53"
"361","16.600529000","TCP","6","35.173.87.46","192.168.68.126","443","55901",,
"362","16.604033000","TCP","6","35.173.87.46","192.168.68.126","443","55901",,
"363","16.604036000","TLSv1.2","6","35.173.87.46","192.168.68.126","443","55901",,
"364","16.604096000","TCP","6","192.168.68.126","35.173.87.46","55901","443",,
"365","16.642216000","DNS","17","71.10.216.1","192.168.68.126",,,"53","65128"
"366","16.645668000","TCP","6","192.168.68.126","23.48.105.6","55907","80",,
"367","16.647397000","TLSv1.2","6","192.168.68.126","35.173.87.46","55894","443",,
"368","16.647626000","TLSv1.2","6","192.168.68.126","35.173.87.46","55894","443",,
"369","16.652299000","TLSv1.2","6","192.168.68.126","34.203.91.157","55592","443",,
"370","16.674513000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"371","16.674517000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"372","16.674518000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"373","16.674519000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"374","16.674520000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"375","16.674521000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"376","16.674522000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"377","16.674523000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"378","16.674523000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"379","16.674524000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"380","16.674525000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"381","16.674526000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"382","16.674527000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"383","16.674527000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"384","16.674529000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"385","16.674529000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"386","16.674530000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"387","16.674531000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"388","16.674532000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"389","16.674533000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"390","16.674534000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"391","16.674535000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"392","16.674576000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"393","16.674577000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"394","16.674618000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"395","16.674619000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"396","16.674619000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"397","16.674619000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"398","16.674619000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"399","16.674619000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"400","16.674619000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"401","16.674619000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"402","16.674620000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"403","16.674620000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"404","16.675053000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"405","16.680225000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"406","16.680228000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"407","16.680228000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"408","16.680230000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"409","16.680231000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"410","16.680232000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"411","16.680232000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"412","16.680233000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"413","16.680234000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"414","16.680234000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"415","16.680235000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"416","16.680236000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"417","16.680279000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"418","16.680280000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"419","16.680317000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"420","16.680317000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"421","16.680317000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"422","16.680317000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"423","16.680317000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"424","16.682875000","TCP","6","23.48.105.6","192.168.68.126","80","55907",,
"425","16.682940000","TCP","6","192.168.68.126","23.48.105.6","55907","80",,
"426","16.683381000","HTTP","6","192.168.68.126","23.48.105.6","55907","80",,
"427","16.684276000","TLSv1.2","6","192.168.68.126","35.173.87.46","55901","443",,
"428","16.684393000","TLSv1.2","6","192.168.68.126","35.173.87.46","55901","443",,
"429","16.689721000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"430","16.689724000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"431","16.689725000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"432","16.689726000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"433","16.689727000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"434","16.689728000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"435","16.689729000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"436","16.689729000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"437","16.689730000","TLSv1.3","6","162.159.130.232","192.168.68.126","443","55900",,
"438","16.689776000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"439","16.689787000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"440","16.689787000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"441","16.689787000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"442","16.689792000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"443","16.689792000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"444","16.689795000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"445","16.689829000","TCP","6","192.168.68.126","162.159.130.232","55900","443",,
"446","16.706885000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"447","16.706889000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"448","16.706890000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"449","16.706891000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"450","16.706891000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"451","16.706892000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"452","16.706893000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"453","16.706974000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"454","16.706974000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"455","16.706974000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"456","16.706995000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"457","16.711820000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"458","16.711823000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"459","16.711824000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"460","16.711825000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"461","16.711827000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"462","16.711828000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"463","16.711831000","TCP","6","35.173.87.46","192.168.68.126","443","55894",,
"464","16.711831000","TLSv1.2","6","34.203.91.157","192.168.68.126","443","55592",,
"465","16.711885000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"466","16.711898000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"467","16.711898000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"468","16.711898000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"469","16.711917000","TCP","6","192.168.68.126","34.203.91.157","55592","443",,
"470","16.712012000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"471","16.714990000","TLSv1.2","6","35.173.87.46","192.168.68.126","443","55894",,
"472","16.715029000","TCP","6","23.48.105.6","192.168.68.126","80","55907",,
"473","16.715144000","TCP","6","192.168.68.126","35.173.87.46","55894","443",,
"474","16.718547000","TCP","6","23.48.105.6","192.168.68.126","80","55907",,
"475","16.718550000","OCSP","6","23.48.105.6","192.168.68.126","80","55907",,
"476","16.718616000","TCP","6","192.168.68.126","23.48.105.6","55907","80",,
"477","16.720476000","TCP","6","192.168.68.126","23.48.105.6","55907","80",,
"478","16.723655000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"479","16.723755000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"480","16.723853000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"481","16.734266000","TCP","6","35.173.87.46","192.168.68.126","443","55901",,
"482","16.734269000","TLSv1.2","6","35.173.87.46","192.168.68.126","443","55901",,
"483","16.734351000","TCP","6","192.168.68.126","35.173.87.46","55901","443",,
"484","16.739091000","ARP",,,,,,,
"485","16.750646000","TCP","6","23.48.105.6","192.168.68.126","80","55907",,
"486","16.750759000","TCP","6","192.168.68.126","23.48.105.6","55907","80",,
"487","16.762158000","TLSv1.3","6","35.190.80.1","192.168.68.126","443","55906",,
"488","16.762163000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"489","16.762164000","TLSv1.3","6","35.190.80.1","192.168.68.126","443","55906",,
"490","16.762252000","TCP","6","192.168.68.126","35.190.80.1","55906","443",,
"491","16.762316000","TCP","6","192.168.68.126","35.190.80.1","55906","443",,
"492","16.762548000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"493","16.783697000","TLSv1.3","6","35.190.80.1","192.168.68.126","443","55906",,
"494","16.783882000","TCP","6","192.168.68.126","35.190.80.1","55906","443",,
"495","16.785074000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"496","16.785108000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"497","16.785518000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"498","16.785546000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"499","16.806772000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"500","16.825776000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"501","16.825780000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"502","16.825781000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"503","16.825783000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"504","16.847846000","TLSv1.3","6","35.190.80.1","192.168.68.126","443","55906",,
"505","16.847946000","TCP","6","192.168.68.126","35.190.80.1","55906","443",,
"506","16.848373000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"507","16.848373000","TLSv1.3","6","192.168.68.126","35.190.80.1","55906","443",,
"508","16.882702000","TCP","6","35.190.80.1","192.168.68.126","443","55906",,
"509","16.918197000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"510","16.918202000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"511","16.918203000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"512","16.918317000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"513","16.918318000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"514","16.918356000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"515","16.925386000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"516","16.925390000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"517","16.925391000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"518","16.925392000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"519","16.925393000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"520","16.925394000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"521","16.925396000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"522","16.925397000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"523","16.925398000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"524","16.925399000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"525","16.925400000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"526","16.925401000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"527","16.925402000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"528","16.925403000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"529","16.925404000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"530","16.925472000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"531","16.925472000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"532","16.925495000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"533","16.925496000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"534","16.925496000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"535","16.925496000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"536","16.925496000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"537","16.925602000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"538","16.925710000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"539","16.930095000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"540","16.930100000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"541","16.930101000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"542","16.930102000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"543","16.930102000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"544","16.930103000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"545","16.930104000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"546","16.930105000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"547","16.930106000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"548","16.930107000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"549","16.930109000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"550","16.930110000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"551","16.930111000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"552","16.930113000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"553","16.930114000","TCP","6","162.159.128.232","192.168.68.126","443","55898",,
"554","16.930115000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"555","16.930208000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"556","16.930268000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"557","16.930269000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"558","16.930269000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"559","16.930269000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"560","16.930270000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"561","16.930270000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"562","16.930270000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"563","16.930296000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"564","16.930361000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"565","16.930613000","TLSv1.3","6","162.159.128.232","192.168.68.126","443","55898",,
"566","16.930665000","TCP","6","192.168.68.126","162.159.128.232","55898","443",,
"567","17.046310000","ARP",,,,,,,
"568","17.139615000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"569","17.139676000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"570","17.179962000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"571","17.199384000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"572","17.199493000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"573","17.652186000","TLSv1.2","6","192.168.68.126","34.203.91.157","55602","443",,
"574","17.654647000","TLSv1.2","6","192.168.68.126","35.186.224.47","55624","443",,
"575","17.702367000","TCP","6","35.186.224.47","192.168.68.126","443","55624",,
"576","17.708200000","TLSv1.2","6","34.203.91.157","192.168.68.126","443","55602",,
"577","17.708347000","TCP","6","192.168.68.126","34.203.91.157","55602","443",,
"578","17.710497000","TLSv1.2","6","35.186.224.47","192.168.68.126","443","55624",,
"579","17.710576000","TCP","6","192.168.68.126","35.186.224.47","55624","443",,
"580","17.763362000","ARP",,,,,,,
"581","17.968298000","ARP",,,,,,,
"582","18.275553000","ARP",,,,,,,
"583","18.346475000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"584","18.362232000","TLSv1.2","6","192.168.68.126","162.159.130.234","55608","443",,
"585","18.391373000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"586","18.417679000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"587","18.417681000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"588","18.417682000","TLSv1.2","6","162.159.130.234","192.168.68.126","443","55608",,
"589","18.417741000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"590","18.417741000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"591","18.417791000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"592","18.430614000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"593","18.535628000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"594","18.535628000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"595","18.570798000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"596","18.570802000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"597","18.590640000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"598","18.590701000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"599","18.703120000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"600","18.740763000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"601","18.758596000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"602","18.758599000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"603","18.758600000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"604","18.758649000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"605","18.758650000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"606","18.758673000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"607","18.992416000","ARP",,,,,,,
"608","19.024659000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"609","19.024684000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"610","19.070901000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"611","19.070905000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"612","19.088387000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"613","19.088466000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"614","19.299531000","ARP",,,,,,,
"615","19.504394000","ARP",,,,,,,
"616","19.610819000","TLSv1.2","6","34.203.91.157","192.168.68.126","443","55579",,
"617","19.610896000","TCP","6","192.168.68.126","34.203.91.157","55579","443",,
"618","20.323636000","ARP",,,,,,,
"619","20.733170000","ARP",,,,,,,
"620","21.348675000","TLSv1.2","6","34.203.91.157","192.168.68.126","443","55592",,
"621","21.348756000","TCP","6","192.168.68.126","34.203.91.157","55592","443",,
"622","21.407319000","TLSv1.2","6","192.168.68.126","162.159.130.234","55608","443",,
"623","21.455252000","TLSv1.2","6","162.159.130.234","192.168.68.126","443","55608",,
"624","21.455330000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"625","21.757175000","ARP",,,,,,,
"626","21.962408000","ARP",,,,,,,
"627","22.781338000","ARP",,,,,,,
"628","22.884315000","MDNS","17","192.168.68.130","224.0.0.251",,,"5353","5353"
"629","23.191297000","ARP",,,,,,,
"630","23.191348000","ARP",,,,,,,
"631","23.346681000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"632","23.367424000","TLSv1.2","6","192.168.68.126","162.159.130.234","55608","443",,
"633","23.423536000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"634","23.423569000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"635","23.423728000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"636","23.423853000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"637","23.424248000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"638","23.424252000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"639","23.424253000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"640","23.424254000","TCP","6","162.159.130.234","192.168.68.126","443","55608",,
"641","23.424255000","TLSv1.2","6","162.159.130.234","192.168.68.126","443","55608",,
"642","23.424256000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"643","23.424334000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"644","23.424334000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"645","23.424334000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"646","23.424442000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"647","23.529435000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"648","23.549107000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"649","23.549107000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"650","23.559848000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"651","23.581387000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"652","23.581391000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"653","23.581391000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"654","23.581392000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"655","23.581471000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"656","23.581471000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"657","23.597863000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"658","23.597924000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"659","23.784131000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"660","23.784135000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"661","23.784200000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"662","23.784200000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"663","24.112578000","SSDP","17","192.168.68.130","192.168.68.255",,,"51632","1900"
"664","24.214848000","ARP",,,,,,,
"665","24.419721000","ARP",,,,,,,
"666","24.524020000","TLSv1.2","6","162.159.130.234","192.168.68.126","443","55608",,
"667","24.524115000","TCP","6","192.168.68.126","162.159.130.234","55608","443",,
"668","24.533530000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"669","24.533591000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"670","24.570136000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"671","24.570141000","TCP","6","162.159.128.233","192.168.68.126","443","55865",,
"672","24.594186000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"673","24.594245000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"674","24.704089000","TLSv1.2","6","192.168.68.126","34.203.91.157","55579","443",,
"675","24.705333000","TLSv1.2","6","192.168.68.126","34.203.91.157","55583","443",,
"676","24.705855000","TLSv1.2","6","192.168.68.126","34.203.91.157","55587","443",,
"677","24.706379000","TLSv1.2","6","192.168.68.126","34.203.91.157","55592","443",,
"678","24.790237000","TCP","6","34.203.91.157","192.168.68.126","443","55579",,
"679","24.790241000","TCP","6","34.203.91.157","192.168.68.126","443","55592",,
"680","24.790241000","TCP","6","34.203.91.157","192.168.68.126","443","55587",,
"681","24.790242000","TCP","6","34.203.91.157","192.168.68.126","443","55583",,
"682","25.648512000","ARP",,,,,,,
"683","26.060433000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"684","26.060438000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"685","26.060440000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"686","26.060441000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"687","26.060443000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"688","26.060444000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"689","26.060594000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"690","26.060595000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"691","26.060595000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"692","26.060651000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"693","26.060652000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"694","26.060727000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"695","26.089265000","TLSv1.2","6","162.159.128.233","192.168.68.126","443","55865",,
"696","26.089318000","TCP","6","192.168.68.126","162.159.128.233","55865","443",,
"697","26.124360000","TLSv1.2","6","192.168.68.126","34.203.91.157","55579","443",,
"698","26.124430000","TLSv1.2","6","192.168.68.126","34.203.91.157","55583","443",,
"699","26.124537000","TLSv1.2","6","192.168.68.126","34.203.91.157","55587","443",,
"700","26.165935000","TCP","6","34.203.91.157","192.168.68.126","443","55579",,
"701","26.167674000","TLSv1.2","6","192.168.68.126","162.159.128.233","55865","443",,
"702","26.170593000","TCP","6","34.203.91.157","192.168.68.126","443","55583",,
"703","26.170598000","TLSv1.2","6","34.203.91.157","192.168.68.126","443","55579",,
"704","26.170598000","TCP","6","34.203.91.157","192.168.68.126","443","55587",,
"705","26.170599000","TLSv1.2","6","34.203.91.157","192.168.68.126","443","55583",,
"706","26.170600000","TLSv1.2","6","34.203.91.157","192.168.68.126","443","55587",,
"707","26.170683000","TCP","6","192.168.68.126","34.203.91.157","55579","443",,
"708","26.170683000","TCP","6","192.168.68.126","34.203.91.157","55583","443",,
"709","26.170683000","TCP","6","192.168.68.126","34.203.91.157","55587","443",,
"710","26.189741000","DNS","17","192.168.68.126","71.10.216.1",,,"59072","53"
"711","26.190146000","TLSv1.3","6","192.168.68.126","162.159.130.232","55900","443",,
